Title,Easy,Tech,Diff,Price,Pages,Year,Pass,URL
pythonで作って学べるゲームのアルゴリズム入門,51.47058824,4.411764706,32.64705883,2728,296,2021/3/20,/static/img/ Pythonで作って学べる ゲームのアルゴリズム入門.jpg,https://www.amazon.co.jp/Python%E3%81%A7%E4%BD%9C%E3%81%A3%E3%81%A6%E5%AD%A6%E3%81%B9%E3%82%8B-%E3%82%B2%E3%83%BC%E3%83%A0%E3%81%AE%E3%82%A2%E3%83%AB%E3%82%B4%E3%83%AA%E3%82%BA%E3%83%A0%E5%85%A5%E9%96%80-%E5%BB%A3%E7%80%AC%E8%B1%AA/dp/480071284X/ref=sr_1_10?crid=2FA8L5L97759N&dib=eyJ2IjoiMSJ9.4ecNChDaS880J7rAx9pJIF-vPw6HJFwBRHkRgMLE-Vr_obITV62PkjM0d0maGPPs8NGIk-FOi9L1QKIieinU6w9WZ8aEK5nQu0PPisw2KbGdj255mNRE_bHb0FEdRj1dPtcatVxBZkHTg4UZwKZj35ouu0Ha61hPSI9ZQxSxcyytpNqNHHVOLdhxsxa-xYY40ZmzSa0q1tMZUOf3HdpN2U7OJdn5aemNI_DFwZDjF1nT7QGaFDDA4smhie7Z4AvlM4RsBH4fpf4DalNMuTgMI7-sNxYyQ5VTIz37J8omwRE.qRt2JPSmHoEisAONFKZctGeU6yNeJePxzpwIw5AaCxs&dib_tag=se&keywords=python+%E3%82%B2%E3%83%BC%E3%83%A0&qid=1732773328&sprefix=python+ge-mu%2Caps%2C165&sr=8-10
よくわかる Python入門,63.12056738,12.76595745,42.97872341,2310,242,2022/9/6,/static/img/よくわかるPython入門.jpg,https://www.amazon.co.jp/%E3%82%88%E3%81%8F%E3%82%8F%E3%81%8B%E3%82%8BPython%E5%85%A5%E9%96%80-%E5%AF%8C%E5%A3%AB%E9%80%9A%E3%83%A9%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2/dp/4938927993/ref=sr_1_2_sspa?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=8VF6WJ7P5NH7&dib=eyJ2IjoiMSJ9.OB6bCH-4XsoZqPrsBdPPFfhDnm-vCIzYvaMJdfz64cytVQj_pmsaugo6utFT4vmQlfGosYVSa8QGEomaOnV8nRikmamPPDJxzeq2DP-duCyvHw9pDHaRC02hD0I5XZSomGzojt5BvVvsNFFgNI6o28mDe45Pw_PDj99rBZhjOMA2z72nJ86aac8Aq8tULNMgG4d9q1SUfYoAkqqRId2batESzWO_PWl6GzOHe-MfD7u7JWJY6D0QxdIsC4Ynp23DP5_LbA9ZJd5SSJGXybIH4rpcmf6A0VsyUmTcjAUUucE.l1a0IvDUfhhyUQ0EfiTNpLuOad-nkFY9B_bX49zBwyE&dib_tag=se&keywords=%22python%22&qid=1732171889&sprefix=python+%2Caps%2C168&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
Pythonデータサイエンスハンドブック ―Jupyter、NumPy、pandas、Matplotlib、scikit-learnを使ったデータ分析、機械学習,95.45454545,27.27272727,68.18181818,4400,556,2018/5/26,/static/img/ Pythonデータサイエンスハンドブック ―Jupyter、NumPy、pandas、Matplotlib、scikit-learnを使ったデータ分析、機械学習.jpg,https://www.amazon.co.jp/-/en/Jake-VanderPlas/dp/4873118417/ref=sr_1_2?crid=3DOGPJLNXZRGW&dib=eyJ2IjoiMSJ9.pNPeKXb_OzfX6gLUBQxEXCKAIe-uJE3Fx-HuDox0wG354aNRJ_KV7uTz0eu42VP9VI2sbp_aABUpzyo0Z7H14COErVCA0rvGOSs4Dl5B8VKH9V2GkDubujxOGNFnvJuay-7F0pxRutPpxMF0wVvpjYR7CoOQ-ausdMwF3sgEK5RHv4i0qopvnoT9tNwLA9l9oB6hEbh3VOTcrdgon-ZyiNzoiJv-JQgBeKymiPXqywKaWCuxhBdhSp5s_BFUb-NjI3KXwjMXGf2MfZlBUI-q44Kh035Hm-Vvh6zJYbBVAhg.kXo9teiCRMPDBXjhW9hTMHRMkkCTubWxPURpXIVmvFs&dib_tag=se&keywords=python+%E3%83%87%E3%83%BC%E3%82%BF%E3%82%B5%E3%82%A4%E3%82%A8%E3%83%B3%E3%82%B9%E3%83%8F%E3%83%B3%E3%83%89%E3%83%96%E3%83%83%E3%82%AF&qid=1732354851&sprefix=python+%E3%83%87%E3%83%BC%E3%82%BF%E3%82%B5%E3%82%A4%E3%82%A8%E3%83%B3%E3%82%B9%2Caps%2C159&sr=8-2
スラスラ読める Pythonふりがなプログラミング,35.88516746,11.48325359,26.12440191,2178,208,2021/7/26,/static/img/ スラスラ読める Pythonふりがなプログラミング 増補改訂版.jpg,https://www.amazon.co.jp/-/en/%E3%83%AA%E3%83%96%E3%83%AD%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9/dp/4295011746/ref=sr_1_257?crid=77B18XR3WPD4&dib=eyJ2IjoiMSJ9.PVTlWC0IiNHGtN9wyDPobTxfOwSm4JhUYM5TvConSDlS_eYC6FnaiCYK6uyCLoCRetXyNpATswj4X0xJif21PgriMIkycMip6NuSGl2eGasOLf17IlIBuaxUz-z0rjUlQrW7ZOsh7aBSre_uP9xVzp7GUrOto1vqHLxzeKRwXyNsFetItE2EPfYxH_Nrs7T78vH-fAlEhe21e2ZJHy2RgcPXeaaSR2wUmlbrZp--zTHFgZMSlaLaTx5Oo4xYeu9pIhQRC8VUQfSmRwFtPF1XlMzngO2sRB2VlOxVhPYBP9E.QJES-k5OvF4kMNVxfRGo3JRd-pFhGMwsNCVB4avFzFY&dib_tag=se&keywords=python&qid=1732172099&sprefix=python%2Caps%2C204&sr=8-257
Pythonエンジニア育成推進協会監修 Python実践レシピ,52.40963855,6.024096386,33.85542168,2970,512,2022/1/19,/static/img/ Pythonエンジニア育成推進協会監修 Python実践レシピ.jpg,https://amzn.asia/d/fMyvzJ8
東京大学のデータサイエンティスト育成講座 ~Pythonで手を動かして学ぶデ―タ分析~,67.66381766,12.82051282,45.72649572,3278,448,2019/3/14,/static/img/ 東京大学のデータサイエンティスト育成講座 ~Pythonで手を動かして学ぶデ―タ分析~.jpg,https://www.amazon.co.jp/%E6%9D%B1%E4%BA%AC%E5%A4%A7%E5%AD%A6%E3%81%AE%E3%83%87%E3%83%BC%E3%82%BF%E3%82%B5%E3%82%A4%E3%82%A8%E3%83%B3%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88%E8%82%B2%E6%88%90%E8%AC%9B%E5%BA%A7-Python%E3%81%A7%E6%89%8B%E3%82%92%E5%8B%95%E3%81%8B%E3%81%97%E3%81%A6%E5%AD%A6%E3%81%B6%E3%83%87%E2%80%95%E3%82%BF%E5%88%86%E6%9E%90-%E5%A1%9A%E6%9C%AC%E9%82%A6%E5%B0%8A/dp/4839965250/ref=sr_1_38?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2TS4KNQ93M0FH&dib=eyJ2IjoiMSJ9.vsekmcb7Y6zOH1MkkyzrW82vu5FjqDCyA0YDzij9VOV2zGXYKn8sKZzY1lrMPqUVHYLs1m321YA9aZfikQGJqpZrlvZy4-lkkgm0C0enG_74Vo5CP0GpAxSoi9ZtdYUl4oXyYLn1zj5jhoBAJtmneyDMqtEB8XcauwpMacuF45h1orwRWob76O3zrhooUJi6lyx5JqPWUVYaCU7OcVqsizqkxaqD7nk8EKX3Am4rhd04Fj6J8Z4hGGIEgrAXeS9VU3v1aheJIkyMFj4EmHSlgDeELNXHuEAzdAnnG-ETju0.UnV4MNOZuhH7fng_OHNJ84CcZ1lIMi-RPug67cYCvr4&dib_tag=se&keywords=python&qid=1732771973&sprefix=python%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9E%E3%81%AB%E3%81%AA%E3%82%8C%E3%82%8B%E6%9C%AC%2Caps%2C564&sr=8-38
新・明解Python入門 (新・明解シリーズ),52,18,38.4,2970,440,2019/5/23,/static/img/ 新・明解Python入門 (新・明解シリーズ).jpg,https://www.amazon.co.jp/%E6%96%B0%E3%83%BB%E6%98%8E%E8%A7%A3Python%E5%85%A5%E9%96%80-%E6%96%B0%E3%83%BB%E6%98%8E%E8%A7%A3%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-%E6%9F%B4%E7%94%B0-%E6%9C%9B%E6%B4%8B/dp/4815601526/ref=sr_1_2?crid=1I1T4B48V8YUT&dib=eyJ2IjoiMSJ9.1Is5hU-rSnM-aXrRdre-vJmfqKxSHMLLuMEcOAt8nwq7XRBC2bu5-L7QUQWQwvnFOhBycJcvsVg0jo16kalRR_YhbVey1fdvQUrigUHhBcherP9bVLw98UhPH3F5YRDQqDfwb7Tmk5cFpy5TohvtobAO4gjMm9K9J4t_U0mfhoUMHjvYBick7Bct4ESCTN-oRJY1HhR5fjqIoio-311BSCocP3dYSO9o9tK2_KnuaXeFYBwt8QMusWWZ9V5K7Ft_yTgkEfHqGC3KGG69EyNbsGttBRmOgXWT4FTw3FfCkTY.axJ8SwrkZYyU1nqC31v_WVwMbiXqbkjmKy3g5MkkAAU&dib_tag=se&keywords=%E6%96%B0%E6%98%8E%E8%A7%A3python%E5%85%A5%E9%96%80&qid=1732172501&sprefix=%22python%22%E3%80%80%E6%96%B0%E3%80%80%2Caps%2C177&sr=8-2
Pythonスタートブック [増補改訂版],21.47859922,15.17509728,18.95719844,2750,352,2018/4/12,/static/img/ Pythonスタートブック [増補改訂版].jpg,https://amzn.asia/d/aChNatm
動かして学ぶ！Python FastAPI開発入門,50,27.77777778,41.11111111,3520,296,2023/6/14,/static/img/ 動かして学ぶ！Python FastAPI開発入門.jpg,https://www.amazon.co.jp/%E4%B8%AD%E6%9D%91-%E7%BF%94/dp/4798177229/ref=sr_1_1_sspa?crid=2R3WE3PV5WS7R&dib=eyJ2IjoiMSJ9.-FlrSu8Adh8wth1PAHnGgcw83dxr3FQPPEChISlwaeW22msv2WStG1-dRMvFkMawXMmFSxM7yS4BwSP20v-2kjRqzVa6K3eYm14sjsfAVewBk4p0dcgTR_DVsn0Nw4getJidyqPu-qfCAlqoZXi-9eL-bm2cP5IE2aOUOoY4J6JEGppIT7DUMEqeMpWvy7JDJxj_3CZe-NOtfELgOegZzWK8JePHa4Yfepnhsm2MLr6hVS1AKqSad1Kimihv2bXvQ1eFSzbosdYUmjqy_xS08z0_-7kDbBjl-pn50801QrQ.tyRD2RqQYcRX90hL4FwdbQV-auxSbVGBRcMppcIt6kg&dib_tag=se&keywords=%E5%8B%95%E3%81%8B%E3%81%97%E3%81%A6%E5%AD%A6%E3%81%B6+python&qid=1732171008&sprefix=%E5%8B%95%E3%81%8B%E3%81%97%E3%81%A6%E5%AD%A6%E3%81%B6+python%2Caps%2C164&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
VTuberサプーが教える！　Python　初心者のコード／プロのコード ,50,9.090909091,33.63636364,2860,288,2024/7/27,/static/img/VTuberサプーが教える！Python初心者のコード／プロのコード.jpg,https://www.amazon.co.jp/-/en/%E3%82%B5%E3%83%97%E3%83%BC/dp/4297142856?crid=2189L3WL0KFEG&dib=eyJ2IjoiMSJ9.g8Yp02lvXrX6cd_JS_lVcN7Dc3J1eBu-o_Z_TLVrbD7FSU76gHuP-zixIAzPmfo1IN5nY_9qVRlgnaNN3JZqAOBqjgOKEsAvjqIeeZZi5HAlcBDyRVaG6f_5CORgmlNBIrvfazVxAnsYZAGxvaE3H6-eIU8_lgCSzn51WRd0sALT14cLffLp8HwjndcbnHyqYZi9FFs0ElNVhcy9lZLaaUBQZz9eyYzdBjsEyPjcjS1OZVU_hYjEKotVSB0AHYVyY68Kw9DoflcMD-O-7Qb9jisensxpdukTK1gvRVFlEt8.oT62NqHM4izhlCj0brbBYBPBnBZcKrXvSN-YUQucnbs&dib_tag=se&keywords=python&qid=1732170113&sprefix=python%2Caps%2C379&sr=8-5
Pythonによるあたらしいデータ分析の教科書,35.55555556,8.484848485,24.72727273,2300,328,2018/9/19,/static/img/ Pythonによるあたらしいデータ分析の教科書.jpg,https://www.amazon.co.jp/Python%E3%81%AB%E3%82%88%E3%82%8B%E3%81%82%E3%81%9F%E3%82%89%E3%81%97%E3%81%84%E3%83%87%E3%83%BC%E3%82%BF%E5%88%86%E6%9E%90%E3%81%AE%E6%95%99%E7%A7%91%E6%9B%B8-AI-TECHNOLOGY-%E5%AF%BA%E7%94%B0-%E5%AD%A6/dp/4798158348/ref=sr_1_57?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2TS4KNQ93M0FH&dib=eyJ2IjoiMSJ9.giUAqTS8vUbCyjqL09m05N-fQCjxukD14TchF7Ll_kkHeI1paYnkfYGsqsuCZeHCPyv1-8QKCYKZ1a8vqRNco4s12vNnzWbfnj8kvkHlig0HCpLoYxbGA_VUDCE4a3RAKiUCnqK0Yxocu8c0j3Zfx_aJgvkyIw_uduHLHNeUi6bK8omTgKCFEyRZU2skZ3PunGwfregO6xY6mi_vUNGK0pqFobAaZSpjx8LSsxifuz-DKzA6iccj5fxMouCfm8nANB8ySGKakbdEozbDknz7CisensxpdukTK1gvRVFlEt8.QGCX0M-MFn8Vi_Qc6JgqKRUkfS45lb7qpiuHbBMG-YI&dib_tag=se&keywords=python&qid=1732771455&sprefix=python%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9E%E3%81%AB%E3%81%AA%E3%82%8C%E3%82%8B%E6%9C%AC%2Caps%2C564&sr=8-57
みんなのPython 第3版,51.45985401,19.7080292,38.75912409,2475,480,2012/8/25,/static/img/ みんなのPython 第3版.jpg,https://www.amazon.co.jp/-/en/%E6%9F%B4%E7%94%B0-%E6%B7%B3/dp/4797371595/ref=sr_1_2?crid=11BMQXUW1D992&dib=eyJ2IjoiMSJ9.VTS0w1dZPACUelAB3D3-Np7jMKWI7bqziOXSB528uyi5UtyMXrpFKq3zbruGoj8BsdwBWIIoeMLMK_pABWOIhl7Jzn1EtjkLJWtAhBZD8HpEhg1gkWwXXsM_UVXt7qtXxR29bi0tagNoFEK6Zq13AweVdrPOwfQ98lXyoTpihhzi-IpKeXc5RU2kMx4a-fpnYqin-RKqLRIOw0HTjnu9mqsw0xLN-KEHhHeabVgcz94amoKr2TkNoOSU0wahwSUw8jkpNFs0w160VV0yorSQZJsOOPKnhZJL7rxKi7Xf5rw.Pnc6k1rdU7vVA3SfggC4GmT_KVecnOH5YOoK4y_K8wo&dib_tag=se&keywords=%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AEpython&qid=1732171386&sprefix=%E3%81%BF%E3%82%93%E3%81%AA%E3%81%AEpython%2Caps%2C161&sr=8-2
いちばんやさしい Python入門教室,4.166666667,0,2.5,2728,288,2023/9/8,/static/img/ いちばんやさしい Python入門教室 改訂第2版.jpg,"https://www.amazon.co.jp/%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93%E3%82%84%E3%81%95%E3%81%97%E3%81%84-python%E5%85%A5%E9%96%80%E6%95%99%E5%AE%A4-%E6%94%B9%E8%A8%82%E7%AC%AC2%E7%89%88-%E5%A4%A7%E6%BE%A4%E6%96%87%E5%AD%9D/dp/4800713218/ref=sr_1_1?__mk_ja_jp=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2v9l0ysojmyfz&dib=eyj2ijoimsj9.bfzafdiypzrj57c8qwlutusxydqkeepdjmgos7wvl6zhxjpqdityw99oa-fntojnz76c22qjjr1yxpgcrvcubti0dfbhxigb_hpozeit_ivuyvpzj_aywmibkllyk_eebbcxruprmtpkrbnq4xclwlfwugf9hnmv6ujgk8xy0emsbiewdmqsk0vn7g_p4jluijippugt2ovmc9jguzwnqtildrjvhttzmcznt2xkpf0.t9hbflmzoffbrp4p1crkg9q4tcfz6pl7jkvheqib-_0&dib_tag=se&keywords=%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93%E3%82%84%E3%81%95%E3%81%97%E3%81%84python%E5%85%A5%E9%96%80%E6%95%99%E5%AE%A4&qid=1732172606&s=books&sprefix=%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93%E3%82%84%E3%81%95%E3%81%97%E3%81%84python%E5%85%A5%E9%96%80%E6%95%99%E5%AE%A4,stripbooks,150&sr=1-1"
機械学習のエッセンス,51.72697368,3.947368421,32.61513158,3080,384,2018/9/21,"/static/img/ 機械学習のエッセンス -実装しながら学ぶPython,数学,アルゴリズム- (Machine Learning) .jpg",https://www.amazon.co.jp/%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%81%AE%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B9-%E5%AE%9F%E8%A3%85%E3%81%97%E3%81%AA%E3%81%8C%E3%82%89%E5%AD%A6%E3%81%B6Python-%E3%82%A2%E3%83%AB%E3%82%B4%E3%83%AA%E3%82%BA%E3%83%A0-Machine-Learning/dp/4797393963/ref=sr_1_37?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3NUWL7M0GG1LE&dib=eyJ2IjoiMSJ9.Ku8kpqMqAcKMFQSxRD3ORavZZF1giesnjDXtBy_A3Ijt-3ZXYsbtwHl4jOpMDBB-SHktA1yMZ_tMuThFgqagHwSEhOlfFys1NJkAv-XdPe-4Dg-aYQqc7asrDIYSiEfrsL4dX9-Pi1QKf5fNGMNxHl2zSyyOvzOm2Np48Eteb4x5hIJrAXpw2C57UkFQ-bYpoAHlNvn73ykMU-zIyojINVH_eA739xuroE29KKGQCKykqx_P7_6VPaaKtb75MLeFD526YOvNb5I8ceDx3Ml-vXP28lCxP-SH5AagutdvTiA.a56FnDRdzTSI8XZCJyYVX-Ci7lWkmKG5ubq0IjR1tfs&dib_tag=se&keywords=python+%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92&qid=1732772652&sprefix=python+%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%2Caps%2C165&sr=8-37
Python機械学習クックブック,8.333333333,8.333333333,8.333333333,2980,368,2018/12/15,/static/img/ Python機械学習クックブック.jpg,https://www.amazon.co.jp/Python%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%82%AF%E3%83%83%E3%82%AF%E3%83%96%E3%83%83%E3%82%AF-Chris-Albon/dp/4873118670/ref=sr_1_3?crid=YH7SDHBN4GH5&dib=eyJ2IjoiMSJ9.ZvHUa0nenntZd5VFxT9m4VSAOM9gwAMQMzKbBCIkUgxfMhsSdwy8i2i9r7aaSxAqejPp0jzptZFsl9lRGespkMqBfsSZ0hi5tatZwz8MS_A62GDLx6BLjpn0wjexggZY_abdU_nhcgks2SQcxLGyHxXfUJRh4ZhXnNwKc7w9oVrEaEWoBYXcFK7QfG-EUFewFA41ngzLo-J6ExnijneXB5fG0oA4SziodBxHfZOfYDZ1H6bneiGC523T0js-PWxCCG4zGMYOb7UfmSi9xvVqivj1iNcMz4vk3zz1safOaGQ.Oz24Jeng4asMSVcYWj-pWsCOX5CNFLXX1WMzbcHpAbw&dib_tag=se&keywords=python%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%82%AF%E3%83%83%E3%82%AF%E3%83%96%E3%83%83%E3%82%AF&qid=1732771168&sprefix=python%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%2Caps%2C1411&sr=8-3
ゼロから作るDeep Learning ―Pythonで学ぶディープラーニングの理論と実装」,26.21006776,30,27.72604066,3740,320,2016/9/24,/static/img/ ゼロから作るDeep Learning ―Pythonで学ぶディープラーニングの理論と実装.jpg,https://www.amazon.co.jp/%E3%82%BC%E3%83%AD%E3%81%8B%E3%82%89%E4%BD%9C%E3%82%8BDeep-Learning-%E2%80%95Python%E3%81%A7%E5%AD%A6%E3%81%B6%E3%83%87%E3%82%A3%E3%83%BC%E3%83%97%E3%83%A9%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%81%AE%E7%90%86%E8%AB%96%E3%81%A8%E5%AE%9F%E8%A3%85-%E6%96%8E%E8%97%A4-%E5%BA%B7%E6%AF%85/dp/4873117585/ref=sr_1_6?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=DX5J20FF7RCW&dib=eyJ2IjoiMSJ9.aqEt8ThlNQLmUcyXuTx3FQKZqsxLQUvDfpTu2ZpQ3KagOqaUgibTifSDqq4dWctuP1qCcZLfLhBwln4PPl6kPrbTidb96rfob-E8NCjlQXgMwbR64v6rZbGAKf46eZdNWi0qH4mJX0ytBBadu88C21GhrYC9uJemjlat5WJe4Re4W0vgmUEryq2juGIhRSFKxdxpDzi6WXEf5dXXdIjvkwKsrLRfgr8iSzvAeE0HCqILUbe7jucjnck_zDiHcEu-oVFRh4IX5CPcPXZ-f-enkNmF2bnlDlGmfVw0wldCcDo.oKN9rTxWESF6PTBs7oWhJok57U6zzOqB35Qo0j4GHw8&dib_tag=se&keywords=python+AI&qid=1732773517&sprefix=python+ai%2Caps%2C167&sr=8-6
機械学習スタートアップシリーズ　ゼロからつくるＰｙｔｈｏｎ機械学習プログラミング入門 (ＫＳ情報科学専門書),10,30,18,3300,368,2020/8/31,/static/img/ 機械学習スタートアップシリーズ　ゼロからつくるＰｙｔｈｏｎ機械学習プログラミング入門 (ＫＳ情報科学専門書).jpg,https://www.amazon.co.jp/%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-%E3%82%BC%E3%83%AD%E3%81%8B%E3%82%89%E3%81%A4%E3%81%8F%E3%82%8B%EF%BC%B0%EF%BD%99%EF%BD%94%EF%BD%88%EF%BD%8F%EF%BD%8E%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E5%85%A5%E9%96%80-%EF%BC%AB%EF%BC%B3%E6%83%85%E5%A0%B1%E7%A7%91%E5%AD%A6%E5%B0%82%E9%96%80%E6%9B%B8-%E5%85%AB%E8%B0%B7%E5%A4%A7%E5%B2%B3-ebook/dp/B08MF4BS7N/ref=sr_1_17?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3NUWL7M0GG1LE&dib=eyJ2IjoiMSJ9.Ku8kpqMqAcKMFQSxRD3ORavZZF1giesnjDXtBy_A3Ijt-3ZXYsbtwHl4jOpMDBB-SHktA1yMZ_tMuThFgqagHwSEhOlfFys1NJkAv-XdPe-4Dg-aYQqc7asrDIYSiEfrsL4dX9-Pi1QKf5fNGMNxHl2zSyyOvzOm2Np48Eteb4x5hIJrAXpw2C57UkFQ-bYpoAHlNvn73ykMU-zIyojINVH_eA739xuroE29KKGQCKykqx_P7_6VPaaKtb75MLeFD526YOvNb5I8ceDx3Ml-vXP28lCxP-SH5AagutdvTiA.a56FnDRdzTSI8XZCJyYVX-Ci7lWkmKG5ubq0IjR1tfs&dib_tag=se&keywords=python+%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92&qid=1732772652&sprefix=python+%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%2Caps%2C165&sr=8-17
Pythonコードレシピ集,65.47619048,17.85714286,46.42857143,2948,544,2021/1/23,/static/img/ Pythonコードレシピ集.jpg,https://amzn.asia/d/9qh5Lyr
Python ゼロからはじめるプログラミング,68.37606838,20.51282051,49.23076923,2068,280,2021/5/24,/static/img/ Python ゼロからはじめるプログラミング .jpg,https://www.amazon.co.jp/-/en/%E4%B8%89%E8%B0%B7-%E7%B4%94/dp/4798169463?crid=2189L3WL0KFEG&dib=eyJ2IjoiMSJ9.g8Yp02lvXrX6cd_JS_lVcN7Dc3J1eBu-o_Z_TLVrbD7FSU76gHuP-zixIAzPmfo1IN5nY_9qVRlgnaNN3JZqAOBqjgOKEsAvjqIeeZZi5HAlcBDyRVaG6f_5CORgmlNBIrvfazVxAnsYZAGxvaE3H6-eIU8_lgCSzn51WRd0sALT14cLffLp8HwjndcbnHyqYZi9FFs0ElNVhcy9lZLaaUBQZz9eyYzdBjsEyPjcjS1OZVU_hYjEKotVSB0AHYVyY68Kw9DoflcMD-O-7Qb9jisensxpdukTK1gvRVFlEt8.oT62NqHM4izhlCj0brbBYBPBnBZcKrXvSN-YUQucnbs&dib_tag=se&keywords=python&qid=1732170113&sprefix=python%2Caps%2C379&sr=8-23